word,count
하나금융지주,4
KB금융,3
우리금융지주,2
한샘,2
기업은행,1
롯데쇼핑,1
하이트진로,1
대상,1
GS,1
코스맥스,1
한화솔루션,1
한화,1
NH투자증권,1
대한항공,1
두산,1
