word,count
SK이노베이션,11
LG화학,10
메리츠화재,9
SK,8
NH투자증권,7
메리츠금융지주,5
고려아연,5
미래에셋증권,5
LG에너지솔루션,4
한국콜마,4
LG,2
유한양행,2
씨에스윈드,2
CJ,2
대한항공,2
한섬,1
일진머티리얼즈,1
롯데케미칼,1
롯데쇼핑,1
삼성증권,1
삼성생명,1
에스원,1
SK바이오사이언스,1
NAVER,1
한화생명,1
아시아나항공,1
