word,count
한화솔루션,48
CJ,35
현대백화점,20
코스맥스,12
CJ제일제당,7
LG생활건강,6
아모레퍼시픽,5
LG화학,5
GS,3
LS,3
메리츠증권,2
대웅제약,2
삼성바이오로직스,2
후성,2
셀트리온,2
이마트,2
기아,2
아이에스동서,2
한샘,2
대상,1
키움증권,1
SK,1
유한양행,1
엔씨소프트,1
강원랜드,1
현대그린푸드,1
효성,1
SK텔레콤,1
GS건설,1
현대글로비스,1
삼성생명,1
한화,1
종근당,1
녹십자,1
하나투어,1
