word,count
DL이앤씨,343
대상,54
한화솔루션,25
한화,24
미래에셋증권,9
SK,5
삼성물산,4
키움증권,3
신한지주,2
LS,2
HDC현대산업개발,2
현대건설,2
GS건설,2
대우건설,2
두산에너빌리티,1
두산,1
HD현대,1
삼성증권,1
