word,count
LG,69
고려아연,63
GS,44
LS,26
삼성물산,18
한화,17
DL이앤씨,16
LG에너지솔루션,13
두산에너빌리티,13
포스코케미칼,4
SK,4
메리츠증권,4
대상,3
DL,3
롯데케미칼,2
현대제철,2
삼성SDI,2
LG전자,2
대웅제약,2
셀트리온,1
LG이노텍,1
한화시스템,1
키움증권,1
태광산업,1
SK바이오사이언스,1
OCI,1
SK하이닉스,1
삼성전자,1
기아,1
