word,count
대상,15
오뚜기,6
동서,5
CJ제일제당,4
롯데제과,4
기아,2
한화생명,2
하이트진로,2
LG에너지솔루션,1
현대백화점,1
두산퓨얼셀,1
삼성전자,1
LS,1
