word,count
한국조선해양,75
현대미포조선,43
대우조선해양,37
대상,32
LIG넥스원,17
LG,13
한화,13
HD현대,6
삼성중공업,5
한화시스템,4
GS,3
롯데제과,2
두산에너빌리티,2
SK,2
LG디스플레이,1
대우건설,1
LS,1
두산퓨얼셀,1
두산,1
