word,count
SKC,48
PI첨단소재,27
한화생명,20
태광산업,7
SK,6
삼성물산,4
한화솔루션,3
현대두산인프라코어,2
금호타이어,2
현대엘리베이터,1
SK텔레콤,1
두산퓨얼셀,1
한전KPS,1
롯데케미칼,1
한화,1
삼성전자,1
LG이노텍,1
효성,1
