word,count
LG,10
KB금융,8
한화,5
하나금융지주,4
신세계,4
삼성전자,4
SK하이닉스,4
SK,4
PI첨단소재,3
삼성생명,3
카카오,2
효성,2
한화생명,2
카카오페이,2
대상,2
동서,2
미래에셋증권,2
에스디바이오센서,1
NH투자증권,1
아모레퍼시픽,1
대우조선해양,1
두산,1
CJ제일제당,1
두산밥캣,1
효성티앤씨,1
NAVER,1
기아,1
OCI,1
우리금융지주,1
한국금융지주,1
