word,count
한국콜마,14
SK,5
LG생활건강,5
아모레퍼시픽,5
CJ,3
삼성전자,3
카카오뱅크,2
HD현대,2
효성,2
LG전자,2
OCI,2
한미약품,1
하이브,1
LG에너지솔루션,1
LS,1
한샘,1
지누스,1
LG유플러스,1
현대홈쇼핑,1
케이카,1
대상,1
녹십자,1
한화솔루션,1
LG,1
신세계인터내셔날,1
현대중공업,1
