word,count
롯데케미칼,90
일진머티리얼즈,76
우리금융지주,36
롯데쇼핑,30
하나금융지주,27
대상,15
롯데제과,14
LS,9
한화,5
오뚜기,4
SK,3
신세계,3
삼성바이오로직스,3
한샘,3
대한항공,3
카카오,3
녹십자,3
코웨이,3
GS,3
DL,2
한국앤컴퍼니,2
한진칼,2
효성,2
삼성물산,2
신한지주,2
한화생명,2
CJ제일제당,1
동서,1
농심,1
이마트,1
현대미포조선,1
종근당,1
기아,1
현대제철,1
신풍제약,1
아시아나항공,1
KB금융,1
삼성증권,1
아모레퍼시픽,1
LG에너지솔루션,1
롯데정밀화학,1
SK네트웍스,1
