word,count
고려아연,21
한화,11
LG화학,6
대상,6
아이에스동서,3
LG,3
삼성전자,3
LG에너지솔루션,3
씨에스윈드,2
LS,2
롯데케미칼,1
동원산업,1
이마트,1
KG스틸,1
한화솔루션,1
메리츠화재,1
BGF리테일,1
대우건설,1
NH투자증권,1
LG이노텍,1
GS,1
SK,1
한국콜마,1
현대건설,1
한화시스템,1
한화에어로스페이스,1
팬오션,1
삼성SDI,1
LG디스플레이,1
SK네트웍스,1
현대미포조선,1
삼성중공업,1
GKL,1
삼성물산,1
