word,count
롯데케미칼,54
일진머티리얼즈,27
SK,22
SKC,21
대상,17
삼성SDI,10
롯데정밀화학,9
한화솔루션,8
LG화학,8
한화,4
GS,4
삼성바이오로직스,4
이마트,4
카카오,3
LS,3
한화생명,3
대한전선,2
CJ,2
한샘,2
대우조선해양,2
현대중공업,2
씨에스윈드,2
크래프톤,2
LG,2
포스코케미칼,2
두산,2
SK텔레콤,1
아모레퍼시픽,1
SK하이닉스,1
DL,1
현대백화점,1
지누스,1
우리금융지주,1
삼성전자,1
키움증권,1
신세계,1
대우건설,1
LG유플러스,1
LG에너지솔루션,1
GS건설,1
