word,count
현대모비스,89
GS,46
SK,24
한화솔루션,21
삼성물산,20
현대중공업,20
GS건설,19
동서,17
LS,16
기아,15
한국조선해양,8
HMM,7
현대제철,5
CJ,4
LG,3
현대로템,3
CJ대한통운,2
POSCO홀딩스,2
한국가스공사,2
현대위아,2
오리온,2
롯데정밀화학,2
대상,1
하이브,1
NAVER,1
SK하이닉스,1
한화,1
카카오,1
LG에너지솔루션,1
현대백화점,1
