word,count
두산에너빌리티,123
두산퓨얼셀,103
현대두산인프라코어,54
한화,50
현대로템,29
현대중공업,19
LS,7
두산밥캣,7
SK,6
DL이앤씨,2
케이카,2
한전기술,1
삼성물산,1
GS,1
키움증권,1
SK하이닉스,1
LG,1
