word,count
현대중공업,97
대우조선해양,17
한국조선해양,17
카카오,15
SK,6
보령,6
한화,5
현대미포조선,4
두산,3
현대엘리베이터,3
한화에어로스페이스,3
대우건설,3
대상,2
HDC현대산업개발,2
삼성전자,1
롯데케미칼,1
한화솔루션,1
삼성중공업,1
대한전선,1
LG,1
동원산업,1
현대로템,1
한미약품,1
현대건설,1
포스코인터내셔널,1
코스맥스,1
CJ제일제당,1
신세계,1
