word,count
현대백화점,506
신세계,29
SK네트웍스,21
한샘,20
SK,16
현대홈쇼핑,11
한섬,9
NH투자증권,6
대상,4
현대그린푸드,3
롯데쇼핑,3
이마트,3
GS,3
한화,3
삼성엔지니어링,3
삼성전자,3
LG유플러스,3
한화솔루션,3
한화생명,2
효성,2
GS리테일,2
두산,2
롯데지주,1
하이브,1
SK이노베이션,1
케이카,1
포스코인터내셔널,1
동서,1
SKC,1
카카오뱅크,1
태광산업,1
에스원,1
PI첨단소재,1
HMM,1
셀트리온,1
기업은행,1
