word,count
효성티앤씨,7
SK,4
현대제철,3
효성첨단소재,2
보령,2
DL,2
GS,2
현대위아,2
NH투자증권,1
CJ,1
DL이앤씨,1
한화,1
카카오,1
기아,1
OCI,1
