word,count
두산,84
현대중공업,79
삼성물산,18
대상,14
현대로템,13
현대제철,8
두산밥캣,7
삼성전자,7
이마트,7
하이브,6
동국제강,6
녹십자,4
HMM,3
두산에너빌리티,2
HD현대,2
대우조선해양,2
신세계,2
대우건설,2
한국조선해양,1
한화솔루션,1
현대위아,1
SK하이닉스,1
하나금융지주,1
한온시스템,1
한화,1
삼성중공업,1
LG전자,1
카카오,1
LG생활건강,1
기아,1
두산퓨얼셀,1
