word,count
GS,31
씨에스윈드,11
LG에너지솔루션,4
포스코케미칼,4
한화,4
LX인터내셔널,4
LG,4
삼성증권,3
대상,3
LG화학,3
POSCO홀딩스,2
키움증권,2
LS,2
HMM,2
SK,1
하나금융지주,1
NH투자증권,1
미래에셋증권,1
하이브,1
한화솔루션,1
한진칼,1
한전KPS,1
대우조선해양,1
한화생명,1
OCI,1
대우건설,1
삼성엔지니어링,1
기아,1
에스엘,1
NAVER,1
삼성전자,1
현대중공업,1
