word,count
SK,306
SK텔레콤,137
SK하이닉스,80
SK이노베이션,10
대상,9
삼성전자,3
SKC,2
엔씨소프트,2
카카오,2
하나금융지주,2
현대백화점,1
삼성엔지니어링,1
롯데케미칼,1
SK바이오사이언스,1
에스원,1
LG에너지솔루션,1
LG유플러스,1
